filename,id_number,hyphenated_code,field1,field2,field3,field4,field5,field6
0001981,115003,2-DR-90,ARZT. PATIENT + SUJET PH,FRAU ROLLSTUHL SCHMINKEN,,,A1B1,
0001442,111392,3-OR-90,OTRIVIN OTRINOL PH CH OTC,DOKUMENTATION INSERAT,,D/89,A2B4,
0001977,115009,2-OR-90,ARZT. PATIENT + SUJET PH,ARZT FRAU JUNG OBERKOERPER,NACKT STETHOSKOP RUECKEN,! P/32098,,! AIBI
0001776,114845,3-DR-90,PATIENT PH,MANN SCHNAUZ TABLETTE GLAS,WASSER EHERING KRAVATTE,I,I AIBI,I
0001714,108492,2-DR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,UEBRIGE DARREICHUNGSFORMEN,,D/88,A1A7
000699,110667,3-OR-90,ESTRADERM TTS PH,ESTRADERM 100,PACKUNGEN PFLASTER,,A2A5,
0001489,108349,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,D/88,A1A7,
000817,118800,3-OR-91,GLYVENDL PH,PACKUNG BLISTER 200,20 DRAGEES,I D/91,I A2A7,
00058,117160,2-OR-90,PH PRODUKTION K-693,PILOTANLAGE,MITARBEITER,,D/90,AIC1
0001748,108565,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,NEUARTIGE DARREICHUNGSFORM,! MITARBEITERIN,! D/88,! A1A7
0001957,117521,2-OR-90,PATIENT PH,GESICHT MANN KOPF SCHMERZ,DETAILING AID KOPFSCHMERZEN,,|,AIBI
0001431,1112B5,3-OR-90,OTRIVIN PH,PACKUNGEN,TUBE GEL 10 G,,A2B4,
000636,110618,3-OR-90,ENTOBEX PH,PACKUNGEN DRAGEES ENGLISCH,,,A2A5,
0001052,110942,3-OR-90,LOPRESOR PH,SAUDI ARABIEN DETAILING AID,HERZ TABLETTE,P/32551/1,Q/NOF D/88,A2B1
0001045,110953,3-DR-90,LOPRESOR PH,MANN JUNG BRILLE NACKT,OBERKOERPER,,A2B1,
0001423,114810,3-DU-90,OTRIVIN PH CH OTC,GAMME 90,,P/34204,D/90,A284
000180,115172,1-OR-90,PH PRODUKTION,#ST QUALITÄTSKONTROLLE,MITARBEITERIN,,A1C4,
0001391,111292,3-OR-90,OTRIVIN PH,STANDARD CARD 89,,P/32921,D/89,A2B4
000244,115154,1-OR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,ANALYSE,,A1C4,
000999,111524,3-OR-90,RENGASIL PH,MANN RENNEN START ZEITLUPE,SPORT,A2C1,,
0001633,108381,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,! TABLETTEN,! D/88,! A1A7
0001770,114876,2-OR-90,PATIENT PH,FRAU BETT SCHLAFLOS,,,A1B1,
0001328,111268,3-OR-90,OTRINOL PH,SELF MEDICATION SAUDI,ARABIEN DOKUMENTATION,,D/87 88,A2B4
000920,110783,2-DR-90,INSIDON PH,MANN SCHWARZ SCHMERZ ZAHN,KOPF HAND,,AZA9,
000532,118264,2-OR-91,BRADORAL PH SAUDI ARABIEN,HENRYK POSTKARTE TOURIST,MANN SCHNAUZ WINKEN,P/94229,D/91,AZAZ
000751,123715,3-OR-94,FORADIL PH,TITEL,,F/ALLCOMM,D/94,A2A6
000709,110660,3-OR-90,ESTRADERM TTS PH,PACKUNGEN ESTRADERM 50,,P/15636,A2A5,
0001293,111616,3-DU-90,NITRODERM TTS PH,,PFLASTER,,A2B3,
0001620,109844,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,MITARBEITER,D/88,A1A7
0001556,108396,2-DR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,,D/88,A1A7
000489,110494,2-DR-90,AMBILHAR PH,SCHISTOSOMA,PAERCHENEGEL,,,AZAI
0001564,108357,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,MITARBEITER,D/88,A1A7
0003,115039,2-OR-90,ARZT + PATIENT PH,MUTTER KLEINKIND ARZT,STETHOSKOP PRAXIS,,A1B1,
0001145,111057,3-OR-90,MODULAN PH,KNETMASSE LEPRA GRIP-AID,WERKZEUGE,P/50815,D/88,A282
000958,117306,1-OR-90,LOCACORTEN PH,LOCASALEN DERMATOLOGIE,AUSSCHLAG NACHHER,,AZ81,
0001269,111120,2-OR-90,NITRODERM TTS PH,STATUE PFLASTER HAND ROT,FINGERNAEGEL,,A2B3,
000100,110332,2-OR-90,PH PRODUKTION,K-640,MITARBEITER,F/HAEFLIGER,D/87,A1C1
0001849,114946,1-DR-90,PATIENT PH,FRAU ALT ROLLSTUHL PFLEGER,JEANSJACKE PARK BANK,,,A1B1
000269,115203,1-DR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,MITARBEITER ANALYSE,,A1C4,
000597,121836,3-OR-92,PM CIBADREX 5/ 6.25,BLISTER,,F/HAEFLIGER,D/92,A2A3
000403,115124,3-DU-90,SVP,PZA 500 INH 300 SERVAMBUTOL,400 TABLETTEN TROPISCHE,KRANKHEITEN,AID3,
00086,108687,2-DR-89,PH PRODUKTION K-640,STAHLKONSTRUKTION PI AD KU,SHED-DACH,F/HAEFLIGER,D/87,A1C1
000454,115110,3-DR-90,SVP,SERVIMETA 25 BLISTER,,S/VILLIGER,D/89,A1D3
0001408,117600,3-OR-91,OTRIVIN PH,PACKUNGEN NASENTROPFEN,KINDER ERWACHSENE ENGLISCH,P/42218,D/91,A2R4
000955,110919,2-DR-90,LOCACORTEN PH,HAUTPROBLEME FRAU NACKT,RUECKEN OBEN,,A2B1,
0001702,108496,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,UEBRIGE DARREICHUNGSFORMEN,D/88,,A1A7
000522,119799,2-DR-91,AREDEA PH,700 JAHRE ALTER,BECKENKNOCHEN FUNDORT AESCH,F/BARABINO,D/91,A2A1
0001664,108476,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,STERILE DARREICHUNGSFORMEN,MITARBEITERIN,D/BB,A1A7
000543,110540,2-OR-90,BRADORAL PH,PATIENT MANN GESICHT LACHEN,,! P/32583 SARE (788),! D/87 DETAILING AID,! A2A2
00011,117417,2-DR-90,ARZT. PATIENT + SUJET PH,KRANKENSCHWESTER SPITAL,BETT FRAU BLUTDRUCKMESSER,,,A1B1
000895,111600,3-08-90,HEMERVEN PH,PACKUNGEN HEMERAN HEMERVEN,KAPSELN 30 DEUTSCH,P/34338,D/90,A2AB
000418,115113,3-DU-90,SVP,PACKUNGEN KAPSELN BLISTER,SERVIQUIN SERVIZOL SERVITET,SERVICILLIN,,A1D3
0001785,114960,2-OR-90,PATIENT PH,PATIENT SPITAL BETT,INFUSION,,A1B1,
000738,110675,3-OR-90,EURAX PH,PACKUNGEN ENGLISCH TUBE,LOTION,A2A5,,
000685,110650,3-DR-90,ESTRADERM TTS PH,DOKUMENTATION CARE,PROMOTION,P/15632,A2A5,
0001860,116670,Z-OR-90,PATIENT PH,MANN FRAU SCHWARZ HAND,KOPF SCHMERZ,,A1B1,
0001086,110978,1-DR-90,LUDIOMIL PH,WINTER TANNENWALD HAUS,,D/81,A2B1,
0001195,111086,2-QR-90,NICOTINELL ITS PH,FRAU ZIGARETTE PORTRAIT,RAUCHEN BLOND,P/32789,D/89,A7R3
0001965,114886,2-OR-90,PATIENT PH,FRAU SPITAL BETT GLAS,KRANKENSCHWESTER TABLETTE,,,A1B1
0001467,108443,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,MITARBEITER,,D/88,AIA7
000171,106997,2-DR-88,PH PRODUKTION,WSH-2112,,F/MACK,D/88,A1C3
000547,110542,2-DR-90,BRADORAL PH,PATIENT MANN HAND GESICHT,SCHMERZ FRAU PACKUNG,P/32583 SARE (788),D/87 DETAILING AID,A2AZ
000971,118453,1-OR-91,LOCACORTEN PH,VERKRUSTETE ERDE RISSIG,,,D/91 A2B1,
000745,110682,3-OR-90,EURAX PHI,SAUDI ARABIEN 89,DOKUMENTATION,S/BUEHLER,D/89,A2A5
0001026,117340,2-OR-90,LOGROTON PH,TABLETTE AUFLOESUNG,,,A2B1,
000464,116625,3-OR-90,SVP,SERVIZOL 200 250 PACKUNG,FRANZOESISCH,! S/VILLIGER P/32805,! D/90,! A103
0001025,117336,2-OR-90,LOGROTON PH,TABLETTE AUFLOESUNG,,A2B1,,
0001787,114957,2-OR-90,PATIENT PH,PATIENT SPITAL BETT,INFUSION,,AIB1,
000807,110735,3-DU-90,GLY-CORAMIN PH CH OTC,VK-STELLER,,,AZA7,
000242,115211,1-OR-90,PH PRODUKTION,WST QUALITÄTSKONTROLLE,MITARBEITER ANALYSE KAPSELN,,AIC4,
00055,108699,2-DU-91,PH PRODUKTION K-642,TANKLABER,PUMFEN,,AICI,
0001271,111146,2-OR-90,NITRODERM TTS PH,MANN PFLASTER HAMMER BALKEN,UNTERHEMD ORANGE,,D/83,A2B3
0001268,111117,2-DR-90,NITRODERM TTS PH,,STATUE,,A283,
000681,110649,3-DR-90,ESTRADERM,TTS PH,PFLASTER,,A2A5,
0001133,111040,3-DU-90,MICOREN PH CH OTC,MICOREN 100 30 PERLEN,,,D/89,A2BZ
0001933,117845,2-DR-91,PATIENT,PH,FRAU,,AIB1,
000635,110617,3-DU-90,DESOGEN GAMME PH CH OTC,PACKUNGEN 2X0 10%,,A2A4,,
0001979,115007,2-DR-90,ARZT. PATIENT + SUJET PH,PATIENTIN ARZT OHREN,UNTERSUCHUNG,,,! A1B1
0001866,117963,2-OR-91,PATIENT PH,MANN RUECKEN SCHMERZ KOPF,RUECKENSCHMERZEN,KOPFSCHMERZEN,AIBI,
0001533,108362,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,,D/88,A1A7
0001896,117965,2-DR-91,PATIENT PH,MANN NACKEN SCHMERZ,,,A1B1,
0001805,114953,1-OR-90,PATIENT PH,FRAU ALT ROLLSTUHL PFLEGER,JEANSJACKE PORTRAIT,,A1B1,
000114,107020,2-DR-88,PH PRODUKTION,WSH-2112,ROEHREN,F/MACK,D/88,A1C3
0001683,108462,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,LASER PILLEN BOHRER,,D/88,A1A7
000957,117305,1-OR-90,LOCACORTEN PH,LOCASALEN DERMATOLOGIE,AUSSCHLAG MUND VORHER,,A2B1,
00012,115015,2-DR-90,SUJET PH,AUTO UNFALL AUDI,,,AIB1,
0001521,108420,2-DR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,,D/88,A1A7
000282,115241,1-DU-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,VERFALLDATUM,1,A1C4,
0001971,11666B,2-OR-90,ARZT PATIENT,KIND SCHWARZ KINDERARZT,UNTERSUCHUNG FRAU,,A1B1,2-OR-90 11666B
00050,108696,2-OR-89,PH PRODUKTION K-A41,LOESUNGSMITTEL DESTILLATION,ROEHRN ROHRBRUECKEN FASS,TANKLAGER F/HAEFLIGER,D/87,A1C1
0001882,118569,2-OR-91,PATIENT PH,MANN WUESTE SAUDI ARABIEN,KOPF SCHMERIEN,,A1B1,
000749,117413,3-DR-90,FORADIL PH,PACKUNGEN SPRUEHDOSE,ASTHMA,D/90,A2A6,
0001513,108403,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,,D/88,A1A7
000844,111B12,3-DR-90,HEMERAN PH CH. OTC,INSERAT,ARZT 90,! P/34337,! D/90,! A2AB
0001117,111026,3-OR-90,PB-COMBI PH,PACKUNG BLISTER,,S/VILLIGER,D/89,A2B2
0001657,108475,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,STERILE DARREICHUNGSFORMEN,MITARBEITERIN,D/88,A1A7
0001319,111263,3-OR-90,OTRINOL PH,SELF MEDICATION SAUDI,ARABIEN DOKUMENTATION,D/87 88,A284,
0001392,116640,3-DR-90,OTRIVIN PH,PACKUNG NASEN SPRAY KINDER,ISRAEL,! P/42177 S/BUEHLER,30,
0001083,110976,2-DR-90,LUDIOMIL PH,MANN FENSTER AUGEN KLAR,PORTRAIT TRAURIG,P/10270,A2B1,
000555,117596,3-OR-91,BRADORAL PH,PACKUNGEN 0.5 AEGYPTEN,AEGYPTISCH 20 PASTILLEN,P/42218,D/91,A2A2
0001763,108558,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,NEUARTIGE DARREICHUNGSFORME,MITARBEITERIN,D/8B,A1A7
000857,110767,3-OR-90,HEMERAN PH CH OTC,INSTAND 89 DEUTSCH,,D/89,A2A8,
000338,115065,1-OR-90,SVP,PRODUKTION,SERVIPROFEN MITARBEITER,,A1D2,
0001157,111063,3-DR-90,MODULAN PH,GRIP-AID POSTER ENGLISCH,,,| A2B2,
0001914,114973,2-DR-90,MANN ALT SPITAL BETT,KRANKENSCHWESTER SPRITZE,ARZT PATIENT SUJET PH,AIR1,,
000442,118588,2-OR-91,SVP,MANN WUESTE SAUDI ARABIEN,SERVIDRAT SERVIPHARM,P/31570 F/FURRER D/87,G/MAURER S/EMMENEGGER,A103
0001105,110988,Z-QR-90,LUDIOMIL PH,BACKSTEINFASSADE,,P/39027,A2B1,
000595,121835,3-DR-92,BY CIBAOREX 5/ 6.25,BLISTER,,S/HAEFLIGER,D/92,A2A3
000529,121251,3-OR-92,AREDIA PH,USA PACKUNG VIAL,,F/HAEFLIGER,D/92,A2A1
0001253,111133,2-DR-90,NITRODERM TTS PH,OBERKOERPER MANN PFLASTER,,,A2B3,
00087,108691,2-OR-89,PH PRODUKTION K-640,VORRATSTANK,,F/HAEFLIGER,D/87,A1C1
000561,116763,3-DR-90,BRADORAL PH,SPRAY PACKUNG,,S/BUEHLER,D/90,AZAZ
000747,110686,3-DU-90,EURAX PH CH OTC,PACKUNGEN 10%,,I,I A2A5,
0001191,111082,2-DR-90,NICOTINELL TTS PH,FRAU ZIGARETTE PORTRAIT,RAUCHEN BLOND,P/32789,D/89,A2R3
000243,115212,1-OR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,MITARBEITER ANALYSE KAPSELN,,,A1C4
000152,10701,2-OR-88,PH PRODUKTION,WSH-2112,ROEHRN,! F/MACK,! D/BB,! A1C3
0001969,117416,2-DR-90,"ARZT, PATIENT + SUJET PH",KRANKENSCHWESTER SPITAL,BETT FRAU BLUTDRUCKMESSER,,,A1B1
000434,115120,3-OR-90,SVP,SERVICILLIN 500 ANTIBIOTIKA,KAPSELN BLISTER PACKUNGEN,,A1D3,
0001167,111068,3-OR-90,NEOCID PH,HAUS GARTEN,Q/NOF,: P/00774,: D/8B,: A2B3
0001050,110946,1-OR-90,LOPRESOR PH,MANN FRAU LACHEN,,I,A2B1,
000670,117439,2-OR-90,ESTRADERM PH,SAUDI ARABIEN FRAU LACHEN,BLUMENSTRASS KLEID GRAU,|,| D/90,| A2A5
000364,115064,1-DR-90,SVP,PRODUKTION TROCKNUNG,SERVIPROFEN MITARBEITER,,A1D2,
000723,110671,2-OR-90,EURAX PH,RUECKEN KRATZEN HAND,,,A2A5,
00053,108700,2-OR-89,PH PRODUKTION K-642,TANKLAGER,PUMPEN BLAU,F/HAEFLIGER,D/87,AIC1
0001278,113214,3-DR-90,NITRODERM TTS PH,PFLASTER MUSTER,NEUE EMULSION,Q/NDF,,AZB3
0001661,111506,Z-DR-90,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,STERILE DARREICHUNGSFORMEN,MITARBEITERIN P/32787,D/88,A1A7
0001371,111284,3-DR-90,OTRIVIN PH,PACKUNGEN TUBE GEL 10 G,,,AZB4,
000756,110691,2-OR-90,FORADIL PH,MANN ASTHMA INHALATOR,,,D/89,A2A6
0001938,114889,2-OR-90,PATIENT PH,FRAU SPITAL BETT GLAS,TABLETTE,,I AIB1,
0001984,114997,2-OR-90,ARZT. PATIENT + SUJET PH,ARM PATIENTIN ARZT SPRITZE,,,A1B1,
0001207,111075,2-0R-90,NICOTINELL ITS PH,POSTMANN ZIGARETTE WERFEN,VELO WIESE,P/52789,D/89,A2B3
0001943,116654,2-DR-90,PATIENTEN,MANN RUECKEN KRATZEN,HAND,,! A181,
0001750,108550,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,NEUARTIGE DARREICHUNGSFORME,D/88,A1A7,
000671,110625,1-OR-90,ESTRADERM TTS PH,,,Q/NDF,A2A5,
0001631,108433,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,TABLETTEN,FESTE DANNICHUNG STENZ,D/88,A1A7
000258,117392,1-DR-90,PH PRODUKTION WST,QUALITAETSKONTROLLE ANALYSE,SVP SWISS QUALITY PHARMAC.,P/32847,D/90,A1C4
0001034,110958,2-QR-90,LOPRESOR PH,MANN HUSTEN ZIGARETTE,RAUCHEN,P/42225,D/80,A2B1
0001132,111040,3-OR-90,MICOREN PH CH OTC,MICOREN 100 30 PERLEN,,,D/89,A2B2
000850,110778,3-DU-90,HEMERAN PH OTC CH,EMULGEL MAK 89,,D/89,A2A8,
0001450,111606,3-DR-90,OTRIVIN OTRINOL PH CH OTC,SCHAUFENSTER,,P/34114 P/31721,D/89 S/SCHEIDEGGER,A284
000465,117314,3-DR-90,SVP,SERVIZOL 200MG 250MG,ENGLISCH PACKUNGEN,,A1D3,
0001518,108411,2-DR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,|,D/88,AIA7
000798,1107ZZ,3-OR-90,FORTISAN PH,CANDY LINE SAUDI ARABIEN 89,,D/89,AZA6,
000383,115099,1-OR-90,SVP,ETIKETTIERUNG MASCHINE,PRODUKTION,,A1DZ,
0001824,116657,2-OR-90,PATIENTEN PH,MANN NASTUCH,NIESSEN,P/143012,A1B1,
0001468,108455,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,MITARBEITERIN,D/88,A1A7,
000177,115169,1-OR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,,AICA,,
0001625,108452,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,MITARBEITERIN,,D/88,A1A7
0001614,108373,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,: TABLETTEN,: D/88,: A1A7
000656,110640,2-OR-90,ESTRADERM TTS PH,FRAU WANDERN RUCKSACK,PULLI SOCKEN ROT,,A2A5,
000225,115180,1-DR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,MITARBEITERIN,,AIC4,
000368,117396,1-DU-90,SVP PRODUKTION HST,ETIKETTIERUNG SWISS QUALITY,PHARMACEUTICALS,P/32847,D/90,A102
0001084,110975,2-OR-90,LUDIOMIL PH,FRAU FENSTER AUGEN KLAR,PORTRAIT TRAURIG,P/10273,,A2B1
00052,108699,2-OR-89,PH PRODUKTION K-642,TANKLAGER,PUMPEN BLAU CONTAINER,ROEHREN F/HAEFLIGER,VICI,AICI
0001358,11127B,2-DR-90,OTRIVIN PH,FRAU MANN SCHWARZ KLEID,TASCHENTUCH GELB JEANS-HEMD,|,|,| A2B4
0001667,108478,2-DR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,STERILE DARREICHUNGSFORMEN,,D/88,A1A7
0001616,108418,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,,D/88,A1A7
0001311,111259,3-DU-90,NUPERCAINAL PH CH OTC,PACKUNG 89 NUPERCAINAL 1%,,,D/89,A2B3
0001912,114974,2-DR-90,MANN ALT SPITAL BETT,KRANKENSCHWESTER SPRITZE,ARZT PATIENT SUJET PH,,AIBI,
0001198,111094,2-OR-90,NICOTINELL TTS PH,MANN ZIGARETTE RAUCHEN,PORTRAIT,P/32789,D/89,A283
000142,106B07,2-OR-BB,WSH-2112,PH-PRODUKTION,FLUGAUFNAHME,! F/HAEFLIGER,! D/6.88,! D2A2
0001014,118805,3-DR-91,LOCASALEN PH,TUBE PACKUNG 15 G POMMADE,,P/32846,D/91,A2B1
0001249,111132,2-DR-90,NITRODERM TTS PH,OBERKOERPER MANN HAND,PFLASTER,,A2B3,
0001199,111093,2-08-90,NICOTINELL TTG PM,MANN ZIGARETTE RAUCHEN,PORTRAIT,P/327789,D/89,A283
000271,115193,1-DR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,MITARBEITERIN ANALYSE,,A1C4,
0001178,122062,3-DR-93,NICOTINELL TTS PH,PROMOTION NIEDERLANDE,,MAGAZIN 1/93,D/92,A2B3
0001141,111051,3-OR-90,MODULAN PH,KNETMASSE LEPRA GRIP-AID,,P/50815,D/88,A2B2
000447,117315,3-DU-90,SVP,SERVIDOXYNE 100MG,KAPSELN BLISTER,,A1D3,
0001522,108398,2-DR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,STAMPFVOLUMETER,D/88,A1A7
00070,108694,2-DR-89,PH PRODUKTION K-640,UMWELTSCHUTZ,ABLUFTWAESCHER,F/HAEFLIGER,D/87,A1C1
0001412,117567,3-OR-91,OTRIVIN PH CH OTC,SCHAUFENSTER,,S/TARGA,D/90 D/91,A284
000799,110723,3-OR-90,FORTISAN PH,PACKUNG HERBAL DRINK,SLIMMING,P/32573,D/89,A2A6
000429,117389,1-DU-90,SVP PRODUKTION SWISS,QUALITY PHARMACEUTICALS,KAPSELN WEICHGELATINE,! P/32847,! D/90,! A103
000985,111533,2-OR-90,RENGASIL PH,MANN HEMD WEISS ARMSCHLINGE,SCHWARZ,,A2C1,
0001544,108364,2-DR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,,D/88,A1A7
0001925,116666,Z-OR-90,ARZT PATIENT,KIND SCHWARZ KINDERARZT,UNTERSUCHUNG MANN,,AIBI,
0001820,114879,2-OR-90,PATIENT PH,FRAU SPITAL BETT INFUSION,,,A1B1,
0001183,111091,2-OR-90,NICOTINELL TTS FH,FRAU HAND ZIGARETTE,,P/32789,D/89,A2B3
0001490,108366,2-DR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,,D/88,A1A7
000741,118798,3-DR-91,EURAX PH,PACKUNG LOTION CREME,,: D/91,: A2A5,
0001605,108426,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,DRAGEE,", Feste Dannachungstonne",D/88,A1A7
0001263,111140,2-OR-90,NITRODERM TTS PH,MANN SPORTGERAET VELOFAHREN,,D/B3,A2B3,
0001708,108509,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,UEBRIGE DARREICHUNGSFORMEN,MITARBEITER,D/88,A1A7
0001802,114892,2-DR-90,PATIENT PH,MANN SCHWARZ TABLETTE,PORTRAIT,,,A1B1
00060,117159,2-DR-90,PH PRODUKTION K-693,PILOTANLAGE,MITARBEITER,,D/90,A1C1
000705,110658,3-DR-90,ESTRADERM TTS PH,PACKUNGEN PFLASTER,ESTRADERM 50,P/15636,A2A5,
0001427,116622,3-DU-90,OTRIVIN PH CH OTC,INSERAT A,,S/TARGA P/34475,D/90 91,A2B4
0001645,110897,2-DR-90,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,STERILE DARREICHUNGSFORMEN,MITARBEITERIN AMPULLEN,D/88,A1A7
000871,110754,3-DU-90,HEMERAN PH CH OTC,GAMME OHNE HEV. 89,,,D/89,A2A8
0001445,111383,3-DR-90,OTRIVIN OTRINOL PH CH OTC,TUECHERBOX MAILING 1988,,P/31920,D/88,A2B4
000667,110635,2-OR-90,ESTRADERM TTS PH,FRAU REISEN KOFFER BLAU,JUPE ZEITSCHRIFT HUT,,A2A5,
0001947,116655,2-DR-90,PATIENTEN PH,MANN TABLETTE EINNEHMEN,PORTRAIT,,| A1B1,
000722,110670,Z-DR-90,EURAX PH,MANN RUECKEN KRATZEN HAND,,,A2A5,
000981,118803,3-08-91,LOCACORTEN PH,TUBE PACKUNG CREME 15 G,FRANKREICH,P/32846,D/91,AZB1
0001651,108482,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,STERILE DARREICHUNGSFORMEN,,D/88,A1A7
000876,117382,3-OR-90,HEMERAN PH,INSTAND 90 FRANZOESISCH,,! P/34574,! A2A8,
000270,115192,1-DR-90,PH PRODUKTION,WST QUALITÄTSKONTROLLE,MITARBEITERIN ANALYSE,,A1C4,
0001078,111007,2-OR-90,LUDIOMIL PH,FRAU BETT SITZEN NACHDENKEN,LAMPE NACHTHEMD BETTRAND,,A2B1,
000143,107002,2-OR-88,PH PRODUKTION,WSH-2112,ROEHRN,F/MACK,D/88,A1C3
000185,115199,1-OR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,ROHSTOFFE,A1C4,,
000357,115072,1-OR-90,BVP,PRODUKTION VERPACKUNG,MASCHINE,,I A1D2,
000499,110503,1-OR-90,ANAFRANIL PH,FRUEHSTUECK TABLETT WEISS,GARDINEN,,A2A1,
000586,110595,3-DR-90,CELOSPOR I.M. CIBA PH,PACKUNGEN ENGLISCH,,,A2A3,
000118,109635,2-OR-89,WSH-2112,ENERGIE,KAELTEANLAGE,F/MACK,D/88,D2A2
000262,115176,1-DR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,MITARBEITERIN,,A1C4,
0001040,110939,3-DR-90,LOPRESOR PH,HERZ HAND FUELLFEDER,WOLKEN,S/VILLIGER O/NOF,D/89,A2B1
000744,110681,3-DR-90,EURAX PHI,DETAILING AID 1988,PACKUNG TUBE,P/31563,A2A5,
0001175,122064,3-OR-93,NICOTINELL TTS PH,,PROMOTION,MAGAZIN 1/93 5.23,D/92,A283
000164,107031,2-QR-88,OH. PRODUKTION,RSPZ111,KESSEL,E/RACK,DO,A1C3
000882,110770,3-DU-90,HEMERAN PH CH OTC,EMULGEL 50G 100G 89,,,D/89,A2AB
000456,115121,3-DU-90,SVP,SERVITROCIN 250 KAPSELN 500,BLISTER AMPULLEN PACKUNGEN,SERVODOXYNE 100 SERVISPOR,,A1D3
0001571,108382,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,,D/88,A1A7
0001628,108380,2-OR-B9,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,TABLETTEN,D/88,A1A7
0001742,108524,2-DR-89,PH. FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,NEUARTIGE DARREICHUNGSFORME,MITARBEITER,D/88,A1A7
0001266,111116,2-OR-90,NITRODERM TTS PH,,STATUE,,,A2B3
000968,110926,3-DR-90,LOCACORTEN PH,HAND GESUND,,,A2B1,
0001071,121254,3-DR-92,LOTENSIN USA 1991,,,F/HAEFLIGER,D/92,A2B1
0001432,111384,3-OR-90,OTRIVIN OTRINOL PH CH OTC,SCHAUFENSTER,,P/31721,D/88,A2B4
0001635,10843B,2-DR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,TABLETTEN MITARBEITER,Feste Darreichungsformen,D/BB,A1A7
